Value.id,Value.name
2491,Black d'hide vamb
2493,Blue d'hide chaps
2495,Red d'hide chaps
2497,Black d'hide chaps
2499,Blue d'hide body
2501,Red d'hide body
2503,Black d'hide body
2505,Blue dragon leather
2507,Red dragon leather
2509,Black dragon leather
2513,Dragon chainbody
2518,Rotten tomato
2520,Brown toy horsey
2522,White toy horsey
2524,Black toy horsey
2526,Grey toy horsey
2532,Iron fire arrow
2533,Iron fire arrow (lit)
2534,Steel fire arrow
2535,Steel fire arrow (lit)
2536,Mithril fire arrow
2537,Mithril fire arrow (lit)
2538,Adamant fire arrow
2539,Adamant fire arrow (lit)
2540,Rune fire arrow
2541,Rune fire arrow (lit)
2550,Ring of recoil
2552,Ring of dueling(8)
2554,Ring of dueling(7)
2556,Ring of dueling(6)
2558,Ring of dueling(5)
2560,Ring of dueling(4)
2562,Ring of dueling(3)
2564,Ring of dueling(2)
2566,Ring of dueling(1)
2568,Ring of forging
2570,Ring of life
2572,Ring of wealth
2574,Sextant
2575,Watch
2576,Chart
2577,Ranger boots
2579,Wizard boots
2581,Robin hood hat
2583,Black platebody (t)
2585,Black platelegs (t)
2587,Black full helm (t)
2589,Black kiteshield (t)
2591,Black platebody (g)
2593,Black platelegs (g)
2595,Black full helm (g)
2597,Black kiteshield (g)
2599,Adamant platebody (t)
2601,Adamant platelegs (t)
2603,Adamant kiteshield (t)
2605,Adamant full helm (t)
2607,Adamant platebody (g)
2609,Adamant platelegs (g)
2611,Adamant kiteshield (g)
2613,Adamant full helm (g)
2615,Rune platebody (g)
2617,Rune platelegs (g)
2619,Rune full helm (g)
2621,Rune kiteshield (g)
2623,Rune platebody (t)
2625,Rune platelegs (t)
2627,Rune full helm (t)
2629,Rune kiteshield (t)
2631,Highwayman mask
2633,Blue beret
2635,Black beret
2637,White beret
2639,Tan cavalier
2641,Dark cavalier
2643,Black cavalier
2645,Red headband
2647,Black headband
2649,Brown headband
2651,Pirate's hat
2653,Zamorak platebody
2655,Zamorak platelegs
2657,Zamorak full helm
2659,Zamorak kiteshield
2661,Saradomin platebody
2663,Saradomin platelegs
2665,Saradomin full helm
2667,Saradomin kiteshield
2669,Guthix platebody
2671,Guthix platelegs
2673,Guthix full helm
2675,Guthix kiteshield
2677,Clue scroll (easy)
2714,Casket (easy)
2724,Casket (hard)
2795,Puzzle box
2801,Clue scroll (medium)
2802,Casket (medium)
2832,Key (medium)
2842,Challenge scroll (medium)
2859,Wolf bones
2861,Wolfbone arrowtips
2862,Achey tree logs
2864,Ogre arrow shaft
2865,Flighted ogre arrow
2866,Ogre arrow
2871,Ogre bellows
2872,Ogre bellows (3)
2873,Ogre bellows (2)
2874,Ogre bellows (1)
2876,Raw chompy
2878,Cooked chompy
2882,Seasoned chompy
2883,Ogre bow
2886,Battered book
2887,Battered key
2888,A stone bowl
2889,A stone bowl
2890,Elemental shield
2892,Elemental ore
2893,Elemental metal
2894,Grey boots
2896,Grey robe top
2898,Grey robe bottoms
2900,Grey hat
2902,Grey gloves
2904,Red boots
2906,Red robe top
2908,Red robe bottoms
2910,Red hat
2912,Red gloves
2914,Yellow boots
2916,Yellow robe top
2918,Yellow robe bottoms
2920,Yellow hat
2922,Yellow gloves
2924,Teal boots
2926,Teal robe top
2928,Teal robe bottoms
2930,Teal hat
2932,Teal gloves
2934,Purple boots
2936,Purple robe top
2938,Purple robe bottoms
2940,Purple hat
2942,Purple gloves
2944,Golden key
2945,Iron key
2946,Golden tinderbox
2947,Golden candle
2948,Golden pot
2949,Golden hammer
2950,Golden feather
2951,Golden needle
2952,Wolfbane
2953,Murky water
2954,Blessed water
2955,Moonlight mead
2957,Druid pouch
2959,Rotten food
2961,Silver sickle
2963,Silver sickle (b)
2964,Washing bowl
2966,Mirror
2967,Journal
2968,Druidic spell
2969,A used spell
2970,Mort myre fungus
2972,Mort myre stem
2974,Mort myre pear
2976,Sickle mould
2978,Chompy bird hat
2979,Chompy bird hat
2980,Chompy bird hat
2981,Chompy bird hat
2982,Chompy bird hat
2983,Chompy bird hat
2984,Chompy bird hat
2985,Chompy bird hat
2986,Chompy bird hat
2987,Chompy bird hat
2988,Chompy bird hat
2989,Chompy bird hat
2990,Chompy bird hat
2991,Chompy bird hat
2992,Chompy bird hat
2993,Chompy bird hat
2994,Chompy bird hat
2995,Chompy bird hat
2996,Agility arena ticket
2997,Pirate's hook
2998,Toadflax
3000,Snapdragon
3002,Toadflax potion (unf)
3004,Snapdragon potion (unf)
3008,Energy potion(4)
3010,Energy potion(3)
3012,Energy potion(2)
3014,Energy potion(1)
3016,Super energy(4)
3018,Super energy(3)
3020,Super energy(2)
3022,Super energy(1)
3024,Super restore(4)
3026,Super restore(3)
3028,Super restore(2)
3030,Super restore(1)
3032,Agility potion(4)
3034,Agility potion(3)
3036,Agility potion(2)
3038,Agility potion(1)
3040,Magic potion(4)
3042,Magic potion(3)
3044,Magic potion(2)
3046,Magic potion(1)
3049,Grimy toadflax
3051,Grimy snapdragon
3053,Lava battlestaff
3054,Mystic lava staff
3057,Mime mask
3058,Mime top
3059,Mime legs
3060,Mime gloves
3061,Mime boots
3093,Black dart
3094,Black dart(p)
3095,Bronze claws
3096,Iron claws
3097,Steel claws
3098,Black claws
3099,Mithril claws
3100,Adamant claws
3101,Rune claws
3102,Combination
3103,Iou
3104,Secret way map
3105,Climbing boots
3107,Spiked boots
3109,Stone ball
3110,Stone ball
3111,Stone ball
3112,Stone ball
3113,Stone ball
3114,Certificate
3122,Granite shield
3123,Shaikahan bones
3125,Jogre bones
3127,Burnt jogre bones
3128,Pasty jogre bones
3129,Pasty jogre bones
3130,Marinated j' bones
3131,Pasty jogre bones
3132,Pasty jogre bones
3133,Marinated j' bones
3135,Prison key
3136,Cell key 1
3137,Cell key 2
3138,Potato cactus
3142,Raw karambwan
3144,Cooked karambwan
3146,Poison karambwan
3147,Cooked karambwan
3148,Burnt karambwan
3150,Raw karambwanji
3152,Karambwan paste
3153,Karambwan paste
3154,Karambwan paste
3155,Karambwanji paste
3156,Karambwanji paste
3157,Karambwan vessel
3159,Karambwan vessel
3161,Crafting manual
3162,Sliced banana
3165,Karamjan rum
3166,Monkey corpse
3167,Monkey skin
3168,Seaweed sandwich
3169,Stuffed monkey
3170,Bronze spear(kp)
3171,Iron spear(kp)
3172,Steel spear(kp)
3173,Mithril spear(kp)
3174,Adamant spear(kp)
3175,Rune spear(kp)
3176,Dragon spear(kp)
3179,Monkey bones
3181,Monkey bones
3183,Monkey bones
3186,Monkey bones
3188,Cleaning cloth
3190,Bronze halberd
3192,Iron halberd
3194,Steel halberd
3196,Black halberd
3198,Mithril halberd
3200,Adamant halberd
3202,Rune halberd
3204,Dragon halberd
3206,King's message
3207,Iorwerth's message
3208,Crystal pendant
3209,Sulphur
3211,Limestone
3213,Quicklime
3214,Pot of quicklime
3215,Ground sulphur
3216,Barrel
3218,Barrel bomb
3220,Barrel of coal tar
3221,Barrel of naphtha
3222,Naphtha mix
3224,Strip of cloth
3226,Raw rabbit
3228,Cooked rabbit
3230,Big book of bangs
3239,Bark
3247,Rogue
3261,Goutweed
3262,Troll thistle
3263,Dried thistle
3264,Ground thistle
3265,Troll potion
3267,Dirty robe
3268,Fake man
3269,Storeroom key
3270,Alco-chunks
3325,Vampyre dust
3327,Myre snelm
3329,Blood'n'tar snelm
3331,Ochre snelm
3333,Bruise blue snelm
3335,Broken bark snelm
3337,Myre snelm
3339,Blood'n'tar snelm
3341,Ochre snelm
3343,Bruise blue snelm
3345,Blamish myre shell
3347,Blamish red shell
3349,Blamish ochre shell
3351,Blamish blue shell
3353,Blamish bark shell
3355,Blamish myre shell
3357,Blamish red shell
3359,Blamish ochre shell
3361,Blamish blue shell
3363,Thin snail
3365,Lean snail
3367,Fat snail
3369,Thin snail meat
3371,Lean snail meat
3373,Fat snail meat
3375,Burnt snail
3377,Sample bottle
3379,Raw slimy eel
3381,Cooked slimy eel
3383,Burnt eel
3385,Splitbark helm
3387,Splitbark body
3389,Splitbark legs
3391,Splitbark gauntlets
3393,Splitbark boots
3395,Diary
3396,Loar remains
3398,Phrin remains
3400,Riyl remains
3402,Asyn remains
3404,Fiyr remains
3406,Unfinished potion
3408,Serum 207 (4)
3410,Serum 207 (3)
3412,Serum 207 (2)
3414,Serum 207 (1)
3416,Serum 208 (4)
3417,Serum 208 (3)
3418,Serum 208 (2)
3419,Serum 208 (1)
3420,Limestone brick
3422,Olive oil(4)
3424,Olive oil(3)
3426,Olive oil(2)
3428,Olive oil(1)
3430,Sacred oil(4)
3432,Sacred oil(3)
3434,Sacred oil(2)
3436,Sacred oil(1)
3438,Pyre logs
3440,Oak pyre logs
3442,Willow pyre logs
3444,Maple pyre logs
3446,Yew pyre logs
3448,Magic pyre logs
3450,Bronze key red
3451,Bronze key brown
3452,Bronze key crimson
3453,Bronze key black
3454,Bronze key purple
3455,Steel key red
3456,Steel key brown
3457,Steel key crimson
3458,Steel key black
3459,Steel key purple
3460,Black key red
3461,Black key brown
3462,Black key crimson
3463,Black key black
3464,Black key purple
3465,Silver key red
3466,Silver key brown
3467,Silver key crimson
3468,Silver key black
3469,Silver key purple
3470,Fine cloth
3472,Black plateskirt (t)
3473,Black plateskirt (g)
3474,Adamant plateskirt (t)
3475,Adamant plateskirt (g)
3476,Rune plateskirt (g)
3477,Rune plateskirt (t)
3478,Zamorak plateskirt
3479,Saradomin plateskirt
3480,Guthix plateskirt
3481,Gilded platebody
3483,Gilded platelegs
3485,Gilded plateskirt
3486,Gilded full helm
3488,Gilded kiteshield
3569,Puzzle box
3678,Flamtaer hammer
3688,Unstrung lyre
3689,Lyre
3690,Enchanted lyre
3691,Enchanted lyre(1)
3692,Branch
3693,Golden fleece
3694,Golden wool
3695,Pet rock
3696,Hunters' talisman
3698,Exotic flower
3699,Fremennik ballad
3700,Sturdy boots
3701,Tracking map
3702,Custom bow string
3703,Unusual fish
3704,Sea fishing map
3705,Weather forecast
3706,Champions token
3707,Legendary cocktail
3708,Fiscal statement
3709,Promissory note
3710,Warriors' contract
3711,Keg of beer
3712,Low alcohol keg
3713,Strange object
3714,Lit strange object
3719,Blue thread
3720,Small pick
3721,Toy ship
3722,Full bucket
3723,4/5ths full bucket
3724,3/5ths full bucket
3725,2/5ths full bucket
3726,1/5ths full bucket
3728,Frozen bucket
3729,Full jug
3730,2/3rds full jug
3731,1/3rds full jug
3732,Empty jug
3733,Frozen jug
3734,Vase
3735,Vase of water
3736,Frozen vase
3737,Vase lid
3738,Sealed vase
3741,Frozen key
3742,Red herring
3745,Seer's key
3748,Fremennik helm
3749,Archer helm
3751,Berserker helm
3753,Warrior helm
3755,Farseer helm
3757,Fremennik blade
3758,Fremennik shield
3759,Fremennik cyan cloak
3761,Fremennik brown cloak
3763,Fremennik blue cloak
3765,Fremennik green cloak
3767,Fremennik brown shirt
3769,Fremennik grey shirt
3771,Fremennik beige shirt
3773,Fremennik red shirt
3775,Fremennik blue shirt
3777,Fremennik red cloak
3779,Fremennik grey cloak
3781,Fremennik yellow cloak
3783,Fremennik teal cloak
3785,Fremennik purple cloak
3787,Fremennik pink cloak
3789,Fremennik black cloak
3791,Fremennik boots
3793,Fremennik robe
3795,Fremennik skirt
3797,Fremennik hat
3799,Fremennik gloves
3803,Beer tankard
3805,Tankard
3827,Saradomin page 1
3828,Saradomin page 2
3829,Saradomin page 3
3830,Saradomin page 4
3831,Zamorak page 1
3832,Zamorak page 2
3833,Zamorak page 3
3834,Zamorak page 4
3835,Guthix page 1
3836,Guthix page 2
3837,Guthix page 3
3838,Guthix page 4
3839,Damaged book
3840,Holy book
3841,Damaged book
3842,Unholy book
3843,Damaged book
3844,Book of balance
3845,Journal
3846,Diary
3847,Manual
3848,Lighthouse key
3849,Rusty casket
3853,Games necklace(8)
3855,Games necklace(7)
3857,Games necklace(6)
3859,Games necklace(5)
3861,Games necklace(4)
3863,Games necklace(3)
3865,Games necklace(2)
3867,Games necklace(1)
3894,Awful anthem
3895,Good anthem
3896,Treaty
3897,Giant nib
3898,Giant pen
3899,Iron sickle
3901,Ghrim's book
4001,Hardy gout tuber
4002,Spare controls
4004,Gnome royal seal
4005,Narnode's orders
4006,Monkey dentures
4007,Enchanted bar
4008,Eye of gnome
4010,Monkey magic
4012,Monkey nuts
4014,Monkey bar
4016,Banana stew
4020,M'amulet mould
4021,M'speak amulet
4022,M'speak amulet
4023,Monkey talisman
4024,Ninja monkey greegree
4026,Gorilla greegree
4027,Bearded gorilla greegree
4028,Ancient gorilla greegree
4029,Zombie monkey greegree
4030,Zombie monkey greegree
4031,Karamjan monkey greegree
4033,Monkey
4034,Monkey skull
4035,10th squad sigil
4037,Saradomin banner
4039,Zamorak banner
4041,Hooded cloak
4042,Hooded cloak
4043,Rock
4045,Explosive potion
4047,Climbing rope
4051,Toolkit
4055,Castlewars manual
4067,Castle wars ticket
4068,Decorative sword
4069,Decorative armour
4070,Decorative armour
4071,Decorative helm
4072,Decorative shield
4073,Damp tinderbox
4075,Glowing fungus
4077,Crystal-mine key
4078,Zealot's key
4079,Yo-yo
4081,Salve amulet
4082,Salve shard
4083,Sled
4085,Wax
4086,Trollweiss
4087,Dragon platelegs
4089,Mystic hat
4091,Mystic robe top
4093,Mystic robe bottom
4095,Mystic gloves
4097,Mystic boots
4099,Mystic hat (dark)
4101,Mystic robe top (dark)
4103,Mystic robe bottom (dark)
4105,Mystic gloves (dark)
4107,Mystic boots (dark)
4109,Mystic hat (light)
4111,Mystic robe top (light)
4113,Mystic robe bottom (light)
4115,Mystic gloves (light)
4117,Mystic boots (light)
4119,Bronze boots
4121,Iron boots
4123,Steel boots
4125,Black boots
4127,Mithril boots
4129,Adamant boots
4131,Rune boots
4145,Dust devil
4150,Broad arrows
4151,Abyssal whip
4153,Granite maul
4155,Enchanted gem
4156,Mirror shield
4158,Leaf-bladed spear
4161,Bag of salt
4162,Rock hammer
4164,Facemask
4166,Earmuffs
4168,Nose peg
4170,Slayer's staff
4179,Stick
4183,Star amulet
4184,Cavern key
4185,Tower key
4186,Shed key
4187,Marble amulet
4188,Obsidian amulet
4189,Garden cane
4190,Garden brush
4191,Extended brush
4194,Torso
4195,Arms
4196,Legs
4197,Decapitated head
4198,Decapitated head
4199,Pickled brain
4200,Conductor mould
4201,Conductor
4202,Ring of charos
4203,Journal
4204,Letter
4205,Consecration seed
4206,Consecration seed
4207,Crystal weapon seed
4209,Cadarn lineage
4211,Elf crystal
4236,Signed oak bow
4237,Nettle-water
4239,Nettle tea
4240,Nettle tea
4241,Nettles
4242,Cup of tea
4247,Mystical robes
4248,Book of haricanto
4249,Translation manual
4250,Ghostspeak amulet
4251,Ectophial
4252,Ectophial
4253,Model ship
4255,Bonemeal
4256,Bonemeal
4257,Bonemeal
4258,Bonemeal
4259,Bonemeal
4260,Bonemeal
4261,Bonemeal
4262,Bonemeal
4263,Bonemeal
4264,Bonemeal
4265,Bonemeal
4266,Bonemeal
4267,Bonemeal
4268,Bonemeal
4269,Bonemeal
4270,Bonemeal
4271,Bonemeal
4272,Bone key
4273,Chest key
4274,Map scrap
4275,Map scrap
4276,Map scrap
4277,Treasure map
4278,Ecto-token
4283,Petition form
4284,Bedsheet
4285,Bedsheet
4286,Bucket of slime
4287,Raw beef
4289,Raw chicken
4291,Cooked chicken
4293,Cooked meat
4298,Ham shirt
4300,Ham robe
4302,Ham hood
4304,Ham cloak
4306,Ham logo
4308,Ham gloves
4310,Ham boots
4313,Crystal singing for beginners
4315,Team-1 cape
4317,Team-2 cape
4319,Team-3 cape
4321,Team-4 cape
4323,Team-5 cape
4325,Team-6 cape
4327,Team-7 cape
4329,Team-8 cape
4331,Team-9 cape
4333,Team-10 cape
4335,Team-11 cape
4337,Team-12 cape
4339,Team-13 cape
4341,Team-14 cape
4343,Team-15 cape
4345,Team-16 cape
4347,Team-17 cape
4349,Team-18 cape
4351,Team-19 cape
4353,Team-20 cape
4355,Team-21 cape
4357,Team-22 cape
4359,Team-23 cape
4361,Team-24 cape
4363,Team-25 cape
4365,Team-26 cape
4367,Team-27 cape
4369,Team-28 cape
4371,Team-29 cape
4373,Team-30 cape
4375,Team-31 cape
4377,Team-32 cape
4379,Team-33 cape
4381,Team-34 cape
4383,Team-35 cape
4385,Team-36 cape
4387,Team-37 cape
4389,Team-38 cape
4391,Team-39 cape
4393,Team-40 cape
4395,Team-41 cape
4397,Team-42 cape
4399,Team-43 cape
4401,Team-44 cape
4403,Team-45 cape
4405,Team-46 cape
4407,Team-47 cape
4409,Team-48 cape
4411,Team-49 cape
4413,Team-50 cape
4415,Blunt axe
4416,Herbal tincture
4417,Guthix rest(4)
4419,Guthix rest(3)
4421,Guthix rest(2)
4423,Guthix rest(1)
4425,Stodgy mattress
4426,Comfy mattress
4427,Iron oxide
4428,Animate rock scroll
4429,Broken vane part
4430,Directionals
4431,Broken vane part
4432,Ornament
4433,Broken vane part
4434,Weathervane pillar
4435,Weather report
4436,Airtight pot
4438,Unfired pot lid
4440,Pot lid
4442,Breathing salts
4443,Chicken cage
4444,Sharpened axe
4445,Red mahogany log
4446,Steel key ring
4456,Bowl of hot water
4458,Cup of water
4460,Cup of hot water
4464,Herb tea mix
4484,Safety guarantee
4485,White pearl
4486,White pearl seed
4487,Half a rock
4488,Corpse of woman
4489,Asleif's necklace
4490,Mud
4492,Muddy rock
4494,Pole
4496,Broken pole
4500,Pole
4502,Bearhead
4503,Decorative sword
4504,Decorative armour
4505,Decorative armour
4506,Decorative helm
4507,Decorative shield
4508,Decorative sword
4509,Decorative armour
4510,Decorative armour
4511,Decorative helm
4512,Decorative shield
4513,Castlewars hood
4514,Castlewars cloak
4515,Castlewars hood
4516,Castlewars cloak
4517,Giant frog legs
4522,Oil lamp
4524,Oil lamp
4525,Empty oil lamp
4527,Empty candle lantern
4529,Candle lantern
4531,Candle lantern
4535,Empty oil lantern
4537,Oil lantern
4539,Oil lantern
4540,Oil lantern frame
4542,Lantern lens
4544,Bullseye lantern (unf)
4548,Bullseye lantern
4550,Bullseye lantern
4551,Spiny helmet
4558,Blue sweets
4559,Deep blue sweets
4560,White sweets
4561,Purple sweets
4562,Red sweets
4563,Green sweets
4564,Pink sweets
4565,Easter basket
4566,Rubber chicken
4567,Gold helmet
4568,Dwarven lore
4569,Book page 1
4570,Book page 2
4571,Book page 3
4572,Pages
4573,Pages
4574,Base schematics
4575,Schematic
4576,Schematics
4577,Schematics
4578,Schematic
4579,Cannon ball
4580,Black spear
4582,Black spear(p)
4584,Black spear(kp)
4585,Dragon plateskirt
4587,Dragon scimitar
4589,Keys
4590,Jewels
4591,Kharidian headpiece
4593,Fake beard
4597,Note
4599,Oak blackjack
4600,Willow blackjack
4601,Ugthanki dung
4602,Ugthanki dung
4603,Receipt
4604,Hag's poison
4605,Snake charm
4606,Snake basket
4607,Snake basket full
4608,Super kebab
4610,Red hot sauce
4611,Desert disguise
4613,Spinning plate
4615,Letter
4616,Varmen's notes
4617,Display cabinet key
4618,Statuette
4619,Strange implement
4620,Black mushroom
4621,Phoenix feather
4622,Black mushroom ink
4623,Phoenix quill pen
4624,Golem program
4627,Bandit's brew
4654,Etchings
4655,Translation
4656,Warm key
4657,Ring of visibility
4658,Silver pot
4659,Blessed pot
4661,Blessed pot
4668,Garlic powder
4670,Blood diamond
4671,Ice diamond
4672,Smoke diamond
4673,Shadow diamond
4674,Gilded cross
4675,Ancient staff
4677,Catspeak amulet
4678,Canopic jar
4679,Canopic jar
4680,Canopic jar
4681,Canopic jar
4682,Holy symbol
4683,Unholy symbol
4684,Linen
4686,Embalming manual
4687,Bucket of sap
4689,Pile of salt
4691,Sphinx's token
4692,Gold leaf
4694,Steam rune
4695,Mist rune
4696,Dust rune
4697,Smoke rune
4698,Mud rune
4699,Lava rune
4700,Sapphire lantern
4702,Sapphire lantern
4703,Magic stone
4704,Stone bowl
4707,Crumbling tome
4708,Ahrim's hood
4710,Ahrim's staff
4712,Ahrim's robetop
4714,Ahrim's robeskirt
4716,Dharok's helm
4718,Dharok's greataxe
4720,Dharok's platebody
4722,Dharok's platelegs
4724,Guthan's helm
4726,Guthan's warspear
4728,Guthan's platebody
4730,Guthan's chainskirt
4732,Karil's coif
4734,Karil's crossbow
4736,Karil's leathertop
4738,Karil's leatherskirt
4740,Bolt rack
4745,Torag's helm
4747,Torag's hammers
4749,Torag's platebody
4751,Torag's platelegs
4753,Verac's helm
4755,Verac's flail
4757,Verac's brassard
4759,Verac's plateskirt
4773,Bronze brutal
4778,Iron brutal
4783,Steel brutal
4788,Black brutal
4793,Mithril brutal
4798,Adamant brutal
4803,Rune brutal
4808,Black prism
4809,Torn page
4810,Ruined backpack
4811,Dragon inn tankard
4812,Zogre bones
4814,Sithik portrait
4815,Sithik portrait
4816,Signed portrait
4817,Book of portraiture
4818,Ogre artefact
4819,Bronze nails
4820,Iron nails
4821,Black nails
4822,Mithril nails
4823,Adamantite nails
4824,Rune nails
4825,Unstrung comp bow
4827,Comp ogre bow
4829,Book of 'h.a.m'
4830,Fayrg bones
4832,Raurg bones
4834,Ourg bones
4836,Strange potion
4837,Necromancy book
4839,Ogre gate key
4840,Unfinished potion
4842,Relicym's balm(4)
4844,Relicym's balm(3)
4846,Relicym's balm(2)
4848,Relicym's balm(1)
4850,Ogre coffin key
4852,Bonemeal
4853,Bonemeal
4854,Bonemeal
4855,Bonemeal
4856,Ahrim's hood 100
4857,Ahrim's hood 75
4858,Ahrim's hood 50
4859,Ahrim's hood 25
4860,Ahrim's hood 0
4862,Ahrim's staff 100
4863,Ahrim's staff 75
4864,Ahrim's staff 50
4865,Ahrim's staff 25
4866,Ahrim's staff 0
4868,Ahrim's robetop 100
4869,Ahrim's robetop 75
4870,Ahrim's robetop 50
4871,Ahrim's robetop 25
4872,Ahrim's robetop 0
4874,Ahrim's robeskirt 100
4875,Ahrim's robeskirt 75
4876,Ahrim's robeskirt 50
4877,Ahrim's robeskirt 25
4878,Ahrim's robeskirt 0
4880,Dharok's helm 100
4881,Dharok's helm 75
4882,Dharok's helm 50
4883,Dharok's helm 25
4884,Dharok's helm 0
4886,Dharok's greataxe 100
4887,Dharok's greataxe 75
4888,Dharok's greataxe 50
4889,Dharok's greataxe 25
4890,Dharok's greataxe 0
4892,Dharok's platebody 100
4893,Dharok's platebody 75
4894,Dharok's platebody 50
4895,Dharok's platebody 25
4896,Dharok's platebody 0
4898,Dharok's platelegs 100
4899,Dharok's platelegs 75
4900,Dharok's platelegs 50
4901,Dharok's platelegs 25
4902,Dharok's platelegs 0
4904,Guthan's helm 100
4905,Guthan's helm 75
4906,Guthan's helm 50
4907,Guthan's helm 25
4910,Guthan's warspear 100
4911,Guthan's warspear 75
4912,Guthan's warspear 50
4913,Guthan's warspear 25
4916,Guthan's platebody 100
4917,Guthan's platebody 75
4918,Guthan's platebody 50
4919,Guthan's platebody 25
4922,Guthan's chainskirt 100
4923,Guthan's chainskirt 75
4924,Guthan's chainskirt 50
4925,Guthan's chainskirt 25
4926,Guthan's chainskirt 0
4928,Karil's coif 100
4929,Karil's coif 75
4930,Karil's coif 50
4931,Karil's coif 25
4934,Karil's crossbow 100
4935,Karil's crossbow 75
4936,Karil's crossbow 50
4937,Karil's crossbow 25
4940,Karil's leathertop 100
4941,Karil's leathertop 75
4942,Karil's leathertop 50
4943,Karil's leathertop 25
4946,Karil's leatherskirt 100
4947,Karil's leatherskirt 75
4948,Karil's leatherskirt 50
4949,Karil's leatherskirt 25
4952,Torag's helm 100
4953,Torag's helm 75
4954,Torag's helm 50
4955,Torag's helm 25
4958,Torag's hammers 100
4959,Torag's hammers 75
4960,Torag's hammers 50
4961,Torag's hammers 25
4962,Torag's hammers 0
4964,Torag's platebody 100
4965,Torag's platebody 75
4966,Torag's platebody 50
4967,Torag's platebody 25
4970,Torag's platelegs 100
4971,Torag's platelegs 75
4972,Torag's platelegs 50
4973,Torag's platelegs 25
4976,Verac's helm 100
4977,Verac's helm 75
4978,Verac's helm 50
4979,Verac's helm 25
4982,Verac's flail 100
4983,Verac's flail 75
4984,Verac's flail 50
4985,Verac's flail 25
4988,Verac's brassard 100
4989,Verac's brassard 75
4990,Verac's brassard 50
4991,Verac's brassard 25
4994,Verac's plateskirt 100
4995,Verac's plateskirt 75
4996,Verac's plateskirt 50
4997,Verac's plateskirt 25
5001,Raw cave eel
5002,Burnt cave eel
5003,Cave eel
5004,Frog spawn
5008,Brooch
5009,Goblin symbol book
5010,Key
5011,Silverware
5012,Peace treaty
5013,Mining helmet
5014,Mining helmet
5016,Bone spear
5018,Bone club
5020,Minecart ticket
5021,Minecart ticket
5022,Minecart ticket
5023,Minecart ticket
5024,Woven top
5026,Woven top
5028,Woven top
5030,Shirt
5032,Shirt
5034,Shirt
5036,Trousers
5038,Trousers
5040,Trousers
5042,Shorts
5044,Shorts
5046,Shorts
5048,Skirt
5050,Skirt
5052,Skirt
5058,Dwarven battleaxe
5062,Left boot
5063,Right boot
5064,Exquisite boots
5065,Book on costumes
5066,Meeting notes
5067,Exquisite clothes
5070,Bird nest
5071,Bird nest
5072,Bird nest
5073,Bird nest
5074,Bird nest
5075,Bird nest
5076,Bird's egg
5077,Bird's egg
5078,Bird's egg
5096,Marigold seed
5097,Rosemary seed
5098,Nasturtium seed
5099,Woad seed
5100,Limpwurt seed
5101,Redberry seed
5102,Cadavaberry seed
5103,Dwellberry seed
5104,Jangerberry seed
5105,Whiteberry seed
5106,Poison ivy seed
5171,Seeds
5280,Cactus seed
5281,Belladonna seed
5282,Mushroom spore
5283,Apple tree seed
5284,Banana tree seed
5285,Orange tree seed
5286,Curry tree seed
5287,Pineapple seed
5288,Papaya tree seed
5289,Palm tree seed
5290,Calquat tree seed
5291,Guam seed
5292,Marrentill seed
5293,Tarromin seed
5294,Harralander seed
5295,Ranarr seed
5296,Toadflax seed
5297,Irit seed
5298,Avantoe seed
5299,Kwuarm seed
5300,Snapdragon seed
5301,Cadantine seed
5302,Lantadyme seed
5303,Dwarf weed seed
5304,Torstol seed
5305,Barley seed
5306,Jute seed
5307,Hammerstone seed
5308,Asgarnian seed
5309,Yanillian seed
5310,Krandorian seed
5311,Wildblood seed
5312,Acorn
5313,Willow seed
5314,Maple seed
5315,Yew seed
5316,Magic seed
5317,Spirit seed
5318,Potato seed
5319,Onion seed
5320,Sweetcorn seed
5321,Watermelon seed
5322,Tomato seed
5323,Strawberry seed
5324,Cabbage seed
5325,Gardening trowel
5327,Spade handle
5328,Spade head
5329,Secateurs
5331,Watering can
5333,Watering can(1)
5334,Watering can(2)
5335,Watering can(3)
5336,Watering can(4)
5337,Watering can(5)
5338,Watering can(6)
5339,Watering can(7)
5340,Watering can(8)
5341,Rake
5343,Seed dibber
5345,Gardening boots
5350,Empty plant pot
5352,Unfired plant pot
5354,Filled plant pot
5356,Plant pot
5358,Oak seedling
5359,Willow seedling
5360,Maple seedling
5361,Yew seedling
5362,Magic seedling
5363,Spirit seedling
5364,Oak seedling (w)
5365,Willow seedling (w)
5366,Maple seedling (w)
5367,Yew seedling (w)
5368,Magic seedling (w)
5369,Spirit seedling (w)
5370,Oak sapling
5371,Willow sapling
5372,Maple sapling
5373,Yew sapling
5374,Magic sapling
5375,Spirit sapling
5376,Basket
5378,Apples(1)
5380,Apples(2)
5382,Apples(3)
5384,Apples(4)
5386,Apples(5)
5388,Oranges(1)
5390,Oranges(2)
5392,Oranges(3)
5394,Oranges(4)
5396,Oranges(5)
5398,Strawberries(1)
5400,Strawberries(2)
5402,Strawberries(3)
5404,Strawberries(4)
5406,Strawberries(5)
5408,Bananas(1)
5410,Bananas(2)
5412,Bananas(3)
5414,Bananas(4)
5416,Bananas(5)
5418,Empty sack
5420,Potatoes(1)
5422,Potatoes(2)
5424,Potatoes(3)
5426,Potatoes(4)
5428,Potatoes(5)
